id,y,age,agecat,sexe,school_type,parent_educ,study_hrs,sleep_hrs,sleep_qual,attend_pct,attend_pct_cat,web_access,trav_time,extra_act,study_method
2626,40.3,16,2,1,1,1,3.4,7.8,3,61.2,1,2,4,2,4
2627,66.7,17.9,4,2,2,5,12,8,3,77.3,3,2,1,2,5
2628,57.3,14.9,1,2,2,1,8.199999999999999,6.9,2,60.6,1,2,2,2,6
2629,49,15.4,2,3,2,1,5.9,5.9,1,63,2,2,2,1,1
2630,32.5,18.8,5,3,1,1,6.2,5.3,1,59.4,1,1,4,2,3
2631,49.4,18.6,5,1,2,5,10.9,5.6,1,81.7,4,2,4,1,4
2632,49.6,15.8,2,1,2,2,4.3,7.6,2,60.1,1,2,4,1,1
2633,69.8,14.2,1,3,2,4,10.2,8.1,3,79.8,3,2,1,2,4
2634,62.9,14.1,1,2,2,5,13.2,7.9,3,58.6,1,2,4,1,2
2635,70.3,14.3,1,3,2,1,7.2,7.8,3,76.8,3,2,1,2,5
2636,39.3,14.1,1,3,2,1,6.4,6.1,1,52.6,1,2,4,2,1
2637,51.4,17.2,4,1,1,2,10.2,5,1,72.7,3,2,4,1,3
2638,79.5,17.8,4,2,2,5,10.8,6.7,3,87.2,4,2,2,2,2
2639,22.7,16.5,3,3,1,2,2.8,5.6,1,51.6,1,1,4,1,5
2640,51.8,15.4,2,2,1,2,5.6,9.6,3,73.40000000000001,3,1,1,2,6
2641,55.2,14.5,1,1,1,2,4.9,7.6,3,67.2,2,1,3,1,2
2642,45.9,15,1,3,1,1,4.3,8.699999999999999,3,64.3,2,2,2,1,5
2643,58.2,14.2,1,1,1,2,8.4,7.3,3,77.40000000000001,3,1,3,1,4
2644,39.4,15.5,2,1,1,1,6.6,6,2,50.6,1,2,3,1,1
2645,56.5,18.2,5,2,2,2,5.6,7.8,3,76.7,3,1,2,1,5
2646,55.5,16.1,3,3,1,3,7.1,7,2,70.59999999999999,2,2,2,2,1
2647,43.7,16.8,3,1,1,5,8.199999999999999,5.9,1,55.6,1,2,3,1,5
2648,57.5,17.7,4,2,1,2,7.7,6.1,2,70.09999999999999,2,2,4,2,5
2649,54.1,14.7,1,3,1,1,7,7.8,3,71.7,2,2,1,2,1
2650,69.5,15.7,2,1,2,3,11.3,7.2,1,76.59999999999999,3,2,1,2,1
2651,31.1,17.9,4,1,2,5,2,8,3,53.1,1,2,2,1,2
2652,52.3,16.9,3,1,2,6,5.6,6.8,2,69.40000000000001,2,2,3,1,1
2653,44.7,15.7,2,2,2,5,11.1,6.4,1,62.1,1,2,4,1,1
2654,74,16.6,3,3,2,4,8.6,8.9,3,85.59999999999999,4,2,3,1,1
2655,82.5,16.7,3,1,2,4,13.5,6.3,2,95.59999999999999,4,2,1,2,6
2656,42.3,15.6,2,1,1,1,8.800000000000001,5.4,1,65.90000000000001,2,2,4,2,5
2657,67.09999999999999,16.5,3,3,2,5,5.2,5.4,1,68.8,2,2,2,1,2
2658,46.8,16.5,3,1,1,6,10.7,4.7,1,82.5,4,2,3,2,4
2659,74.3,14.5,1,3,2,3,10.3,7.2,2,88.09999999999999,4,2,1,2,5
2660,52.6,16.5,3,2,1,1,7.1,8.6,3,69.3,2,2,2,2,6
2661,50,18.7,5,1,1,2,5.1,5.9,1,53.7,1,2,3,2,6
2662,66.5,15.2,2,1,1,6,8,8.699999999999999,3,80.2,3,2,1,1,1
2663,58.6,18.6,5,3,2,6,7.2,8.6,3,79.2,3,2,4,2,1
2664,50.9,17.9,4,3,1,1,9.300000000000001,5.7,1,76,3,2,4,2,6
2665,79.3,15,1,2,2,4,13.7,7.9,2,98.2,4,2,2,2,2
2666,62.1,17.9,4,2,1,1,8.300000000000001,6.8,2,82.09999999999999,4,2,1,1,5
2667,64.59999999999999,17.4,4,1,2,4,13.6,5.7,1,89.3,4,2,1,2,3
2668,64.59999999999999,16.1,3,2,1,6,7.2,7,3,69.8,2,2,3,1,1
2669,70.8,16.7,3,2,2,2,7.2,8.6,3,87.2,4,1,1,2,1
2670,48.3,17.7,4,2,1,1,11.3,6.3,1,64.09999999999999,2,2,3,2,1
2671,55.3,17,3,2,2,5,11.8,5.4,1,77.40000000000001,3,2,1,2,2
2672,68.3,18.5,5,3,1,1,12.5,4.4,1,90.09999999999999,4,1,2,1,3
2673,67,17.8,4,3,2,3,11.8,5.9,1,82.40000000000001,4,2,2,1,2
2674,81.09999999999999,18.1,5,3,1,6,12.8,6.5,1,92.2,4,2,3,1,2
2675,68.90000000000001,15.9,2,1,2,1,12.7,6.3,1,73.90000000000001,3,2,4,2,6
2676,43.1,18.3,5,2,1,1,8,5.3,1,70.59999999999999,2,1,4,1,5
2677,24,16.7,3,2,2,5,8.6,6,1,53.9,1,1,4,2,1
2678,65.3,14.2,1,1,2,3,11.9,6.4,3,81.2,4,2,3,2,2
2679,49.3,16.6,3,2,1,3,8.1,4.7,1,72.40000000000001,3,2,2,1,5
2680,65.90000000000001,16.7,3,3,2,5,10.5,6.7,1,72.40000000000001,3,2,3,1,3
2681,65.09999999999999,14.5,1,3,2,4,5.3,6.6,2,79.7,3,2,2,2,6
2682,84,16.8,3,2,1,4,13.5,8.9,3,88.90000000000001,4,2,1,2,1
2683,54.4,18,4,2,2,4,12.9,5.2,1,60.4,1,1,3,2,3
2684,63,17.8,4,3,2,4,6,7.2,3,80.2,3,2,4,2,1
2685,60.1,14.8,1,3,1,3,8.300000000000001,6.4,2,68.3,2,2,3,2,1
2686,45.2,16.3,3,3,2,3,7,7,2,78.59999999999999,3,2,4,1,3
2687,35.6,18.7,5,3,1,5,5.9,6.4,1,59.6,1,2,1,1,3
2688,55.9,14.6,1,1,2,2,8.9,8.4,2,65.40000000000001,2,2,3,2,6
2689,56.5,15.1,2,2,1,5,8.5,7.4,2,64.09999999999999,2,2,4,1,1
2690,70.09999999999999,14,1,3,2,4,7,9,3,85.8,4,2,1,1,1
2691,74.8,18.1,5,2,2,5,13,6.9,1,84.7,4,2,2,1,2
2692,33.6,15.4,2,1,1,4,5.2,8.5,3,67.90000000000001,2,2,4,2,6
2693,23.6,15.8,2,3,2,1,3.9,6.9,2,51.5,1,2,4,1,6
2694,34.7,17.9,4,1,2,1,9.199999999999999,5.2,1,57.7,1,2,4,2,6
2695,51,18.9,5,1,1,1,10.8,4.5,1,93.7,4,2,3,1,1
2696,54.4,17.1,4,1,2,2,6.1,7.2,2,82.90000000000001,4,2,3,2,3
2697,68.3,15.6,2,3,2,5,7.8,9.800000000000001,3,82.90000000000001,4,2,1,1,5
2698,31.3,18,4,2,1,2,10.1,4,1,58.6,1,2,3,1,4
2699,42.4,14.3,1,2,1,1,6.1,8,3,61.9,1,1,4,1,6
2700,49.9,16.5,3,3,1,5,6.9,7.3,3,79.2,3,1,1,1,2
2701,62.3,16,2,3,2,2,12.2,5.9,1,72.40000000000001,3,2,2,2,4
2702,70.40000000000001,17.5,4,2,2,6,11.8,7.2,2,82.09999999999999,4,2,2,2,2
2703,41.6,14.5,1,3,2,1,2.3,6,1,52.8,1,1,4,1,1
2704,72.90000000000001,14.8,1,1,1,4,9.9,8.4,3,77.2,3,1,1,1,1
2705,34.8,16.8,3,3,1,3,6.8,6.5,2,63.5,2,2,3,1,5
2706,61.1,18.2,5,2,2,5,7.3,9.800000000000001,3,88.2,4,2,2,2,1
2707,34.5,14.2,1,1,2,6,2.8,8,3,72.09999999999999,3,2,2,1,1
2708,88,16.1,3,2,2,6,10.7,9.6,3,97,4,2,1,2,2
2709,52.1,17,3,1,2,5,10.6,5.3,1,61.1,1,2,3,1,1
2710,89.40000000000001,15.3,2,3,2,2,11.6,8.699999999999999,3,99.09999999999999,4,2,1,2,6
2711,68.59999999999999,16.7,3,3,2,5,12.4,6.8,1,99.3,4,2,3,2,1
2712,38.2,18.2,5,3,1,3,8.9,4.5,1,61.6,1,2,3,1,6
2713,40.6,15.3,2,1,1,1,5.5,6.3,2,86.7,4,1,1,2,1
2714,77.90000000000001,15.8,2,1,1,6,8.9,8.5,3,82.2,4,2,1,1,1
2715,58.3,17.8,4,2,2,4,11.1,6.5,2,67.90000000000001,2,2,1,2,5
2716,66.59999999999999,16.3,3,2,2,5,11.3,5.7,1,74.5,3,2,2,1,6
2717,42.1,17.8,4,2,2,2,6.1,6.2,1,67.8,2,1,4,1,2
2718,34.4,14.9,1,2,2,1,8.800000000000001,4.1,1,58,1,2,4,2,3
2719,57.2,18.3,5,3,2,6,12.8,6.2,1,70.2,2,2,1,2,5
2720,77.8,18.7,5,1,1,4,13.5,7.4,2,84.2,4,2,2,2,5
2721,75.8,17.6,4,1,2,5,13,5.4,1,83.59999999999999,4,2,3,1,6
2722,49.7,14.8,1,1,2,3,10.3,5.4,1,72.7,3,2,3,2,6
2723,45,17,3,3,1,1,8.699999999999999,8.4,3,81.8,4,2,1,1,3
2724,41,17.8,4,3,1,1,4,7.9,3,79.90000000000001,3,2,2,2,1
2725,56.5,14.6,1,3,2,6,8.699999999999999,5.4,1,79.40000000000001,3,1,3,1,4
2726,39.5,18.8,5,3,2,5,11.1,5.4,1,51.5,1,2,1,2,5
2727,61.4,16.2,3,3,2,6,6.5,7.8,2,74.59999999999999,3,2,1,2,1
2728,59.1,17.7,4,2,1,5,10.6,7.3,1,76.5,3,2,3,2,3
2729,40.4,18.5,5,2,1,2,8.1,4.2,1,58.2,1,2,4,1,2
2730,53.2,17.7,4,3,2,5,7.1,7.4,3,77.59999999999999,3,2,3,2,1
2731,79.40000000000001,17,3,3,2,3,10,7,3,91,4,2,1,2,5
2732,73.09999999999999,14.1,1,2,1,6,13.5,6,1,93.2,4,2,3,2,2
2733,45.2,15.1,2,3,2,1,4,6.1,1,59.3,1,1,3,1,2
2734,62.2,16.6,3,2,2,5,12,6.2,1,78.09999999999999,3,2,1,2,1
2735,34.2,15,1,2,1,6,5.2,6.1,2,67.5,2,2,3,2,4
2736,56,15.1,2,1,2,4,7.8,6.3,2,64.59999999999999,2,2,3,1,1
2737,33,14.8,1,3,1,1,4.5,7.2,2,53.3,1,1,4,1,5
2738,60.5,15.3,2,2,2,6,7.3,7,3,57.4,1,2,4,2,2
2739,53.5,15.5,2,3,2,2,8.699999999999999,5.3,1,58.9,1,2,4,1,1
2740,61.9,14.3,1,3,1,6,8.800000000000001,7.5,3,64.2,2,2,2,2,2
2741,67.59999999999999,14.8,1,3,2,4,12.2,5.8,1,90.5,4,2,4,2,1
2742,37,18.3,5,2,1,2,6.1,4.5,1,66.5,2,1,2,2,3
2743,61.6,17.1,4,2,1,1,6.9,8.300000000000001,3,68.3,2,1,3,1,1
2744,54.9,16.2,3,3,1,6,6.1,7.8,2,78.59999999999999,3,1,4,2,6
2745,52.9,17.1,4,3,2,5,9.1,6.9,2,68.09999999999999,2,1,2,1,6
2746,62.9,14.4,1,2,2,4,11,6.3,2,69.5,2,2,2,1,1
2747,38.9,17.3,4,3,2,1,9,4.9,1,60.7,1,1,4,1,2
2748,56.7,16.8,3,3,2,2,9.5,6.2,1,69.2,2,2,2,1,5
2749,54.4,16,2,2,2,6,13.5,4.2,1,94.90000000000001,4,2,1,1,1
2750,84.3,14.6,1,1,2,5,12.3,8.1,3,82.09999999999999,4,2,3,1,6
2751,52.4,18.7,5,3,2,1,5.7,7.5,3,65.40000000000001,2,1,2,2,6
2752,52.9,17.5,4,3,2,6,11,5.6,1,93.09999999999999,4,2,1,2,2
2753,68.40000000000001,14.6,1,1,1,6,11.2,10,3,91.40000000000001,4,1,1,2,3
2754,68.09999999999999,17,3,2,2,2,9.6,7.1,1,82.5,4,2,2,2,3
2755,53.3,14.3,1,2,2,2,12,4.3,1,67.8,2,2,4,2,1
2756,59.5,18.8,5,2,1,6,10.2,7.1,2,76.7,3,2,3,2,2
2757,50.2,15.8,2,3,1,5,8.699999999999999,7.9,2,58.5,1,2,2,2,2
2758,40.2,14.9,1,1,1,1,10,5.8,1,74.5,3,1,2,1,6
2759,46.6,16.1,3,1,2,6,6.4,6.8,2,56.7,1,2,2,2,3
2760,49.6,17.7,4,3,2,1,7.1,6.3,1,67.5,2,2,1,1,5
2761,44,15.6,2,2,2,4,9.5,5.7,1,70.90000000000001,2,1,1,1,2
2762,33.4,18.9,5,2,2,2,6.5,7.1,2,52,1,2,3,2,6
2763,44.1,15.2,2,3,1,1,7.6,5.9,1,68.09999999999999,2,2,4,1,2
2764,60.5,15.8,2,1,2,4,5.3,10,3,87.8,4,2,3,1,1
2765,82,14.9,1,3,2,1,9.300000000000001,10,3,91.8,4,2,1,2,1
2766,72.59999999999999,17.3,4,2,2,4,7.8,7.2,2,82.5,4,2,1,2,6
2767,39,14.8,1,3,2,2,7.1,6.1,2,56.9,1,2,1,2,1
2768,42.7,15.6,2,1,1,2,7.5,5.3,1,70.59999999999999,2,1,1,2,1
2769,54.3,14.1,1,1,1,4,9.699999999999999,8.1,3,68.40000000000001,2,1,3,1,1
2770,62.7,18.7,5,2,1,1,10.5,6.4,1,74.3,3,1,4,1,6
2771,60.2,14.5,1,3,2,6,8.4,9.699999999999999,3,65.2,2,2,4,1,2
2772,57.3,15.2,2,1,1,5,10.7,5.4,1,80.8,3,2,2,1,2
2773,50.2,17.7,4,3,1,5,9.5,6.7,1,66.09999999999999,2,2,4,1,5
2774,50.7,15.2,2,1,2,1,4.9,9.699999999999999,3,72,3,2,4,1,1
2775,26.3,18.5,5,1,2,2,10.9,5.6,1,52.5,1,2,3,1,3
2776,67.2,14,1,2,2,1,8.9,7.1,2,76.59999999999999,3,2,3,2,1
2777,56.1,18.8,5,2,1,1,6.5,7.1,2,80.8,3,2,4,1,6
2778,60.7,17,3,3,1,5,5.6,8.4,3,66.8,2,2,4,1,2
2779,47.2,16.8,3,3,2,3,4.7,8.199999999999999,3,69.09999999999999,2,2,4,2,5
2780,32,15.2,2,3,2,2,11.8,4.2,1,57,1,2,3,2,4
2781,48.3,16.5,3,1,1,1,10.1,6.9,2,60,1,2,4,1,1
2782,66.90000000000001,15.7,2,2,2,5,10.8,7.2,2,74,3,2,3,2,4
2783,38.7,14.7,1,3,1,3,6,6.5,3,66.3,2,2,1,2,5
2784,37.3,19,5,1,2,1,5.6,5.1,1,55.3,1,1,3,1,1
2785,61,17.2,4,2,1,5,10.1,7.4,2,72.7,3,2,2,2,4
2786,29.1,15.2,2,1,1,3,5.4,6.8,2,51.4,1,2,4,1,6
2787,62.2,17.1,4,1,1,1,7.3,6.8,3,70.7,2,2,1,2,2
2788,63.3,18.5,5,3,1,4,4.3,7.5,2,70.40000000000001,2,2,1,2,3
2789,54.7,15.7,2,3,1,1,7.3,8,3,68,2,2,1,2,1
2790,68.7,18.7,5,3,1,2,11.6,5.7,1,81.3,4,2,1,2,4
2791,53.6,17.8,4,3,2,4,5.6,7.1,3,82.2,4,2,1,2,1
2792,58.1,15.2,2,2,2,6,7,6.8,2,58.5,1,1,4,1,2
2793,62.5,16.8,3,3,1,6,8.6,5.5,1,85.90000000000001,4,2,2,1,6
2794,93.09999999999999,16.3,3,2,1,4,13,8.199999999999999,3,97.90000000000001,4,2,1,2,1
2795,40.7,16,2,3,1,3,11.7,4.7,1,58.9,1,2,1,1,1
2796,55,14.6,1,2,2,3,7.5,7.5,3,68.5,2,2,2,1,6
2797,65.09999999999999,15.8,2,2,2,5,8.5,5.8,2,94.09999999999999,4,2,1,2,6
2798,87.90000000000001,16.3,3,3,1,6,10.7,6.7,2,80.5,3,2,2,2,6
2799,70.3,14.2,1,2,2,3,8.4,9.1,3,81.59999999999999,4,1,1,2,2
2800,58,18.8,5,1,2,3,9,6.3,2,74.2,3,2,1,1,4
2801,69.90000000000001,15.8,2,2,1,4,7,7.9,3,80.90000000000001,4,2,3,1,1
2802,74.2,15.9,2,2,2,1,8.4,8.199999999999999,3,66.90000000000001,2,1,3,1,5
2803,34.2,15.6,2,2,1,1,7.7,5.9,1,65.7,2,2,4,1,3
2804,49.4,15.3,2,1,1,5,4.4,8.1,2,69.7,2,2,3,1,6
2805,70.90000000000001,17.5,4,3,2,6,8.699999999999999,8.1,2,80.5,3,2,2,1,4
2806,61.9,15.7,2,1,2,5,9.1,7.6,2,65.5,2,2,1,2,5
2807,69,14.7,1,2,2,4,11.5,7.4,2,84.2,4,2,1,1,1
2808,42.1,18.1,5,3,1,1,6.9,5.3,1,62.9,2,1,4,2,5
2809,81.3,14.1,1,1,1,4,9,8.9,3,91.8,4,1,2,1,6
2810,46.1,16.2,3,2,1,2,6.1,9.699999999999999,3,70.90000000000001,2,2,2,2,1
2811,53.9,18.2,5,3,1,3,4.6,8.5,3,66.40000000000001,2,2,2,2,6
2812,34.9,15.1,2,2,1,1,6.6,6.2,1,59,1,1,1,1,3
2813,63.7,18.9,5,1,1,5,9.9,6,1,69.5,2,2,1,2,5
2814,45.3,17.3,4,2,1,6,5,7.2,2,64.8,2,2,4,1,6
2815,63.1,15.4,2,1,2,5,8,7.8,3,69.8,2,2,1,1,4
2816,79.5,17.7,4,2,2,5,10.5,8.1,2,83,4,2,3,2,6
2817,48.6,16.5,3,1,2,6,5.4,7.2,3,72.3,3,1,2,2,4
2818,44.1,15.5,2,2,1,2,6.2,7.7,3,75.7,3,2,3,1,2
2819,73.2,18.6,5,3,2,4,12.2,7.6,2,99.59999999999999,4,2,1,2,3
2820,30.7,15.5,2,1,1,1,5.4,7.6,3,53.3,1,1,3,2,2
2821,58.5,18.3,5,2,1,3,8.9,5.4,1,67.59999999999999,2,2,3,2,6
2822,60.3,15.6,2,1,2,6,13.2,5.8,1,72.90000000000001,3,2,1,2,2
2823,55.3,16.7,3,1,2,1,7.3,5.1,1,58.2,1,1,3,2,4
2824,32,17,3,3,1,1,5.3,6.4,2,52.8,1,2,4,1,1
2825,74.3,17.8,4,1,1,1,7,9,3,82.90000000000001,4,2,1,1,1
2826,53.3,16.4,3,1,2,5,8.5,7.9,2,53.4,1,2,3,2,5
2827,57.7,17.5,4,3,2,6,7.4,7.4,3,76.5,3,2,1,2,4
2828,50.1,16.5,3,2,2,1,6.7,6.9,2,60.9,1,1,1,1,4
2829,67.09999999999999,19,5,3,2,3,12,7.2,2,78.5,3,2,3,2,1
2830,75.2,17.4,4,1,2,5,13.2,5.6,1,95,4,2,2,1,6
2831,86.09999999999999,16.1,3,2,2,6,10.5,7,2,89.2,4,2,1,2,1
2832,26.6,16.3,3,2,1,1,7.3,5.4,1,58.5,1,1,4,1,3
2833,77.90000000000001,17.8,4,1,1,6,8.1,8.300000000000001,2,97.7,4,1,2,1,5
2834,72,17.2,4,3,2,2,8.300000000000001,7.9,3,76.3,3,2,2,2,6
2835,43.2,18.6,5,3,2,6,4.7,6.1,1,53,1,2,1,1,4
2836,61.6,18.9,5,3,1,2,7.4,5.9,2,67.90000000000001,2,2,1,2,1
2837,32.7,14.5,1,3,1,1,3.2,6.4,1,58.6,1,1,4,1,5
2838,64.8,17.6,4,3,2,6,9.5,6.7,2,83,4,2,1,1,2
2839,56.5,14.1,1,3,1,4,12.2,5.8,1,73.59999999999999,3,2,3,2,5
2840,61.8,18.5,5,3,2,6,10.3,6.3,2,69,2,2,2,1,1
2841,51.3,16,2,1,1,1,11,7.1,2,70.7,2,2,2,1,1
2842,72.8,15.7,2,2,1,4,8.800000000000001,7.2,2,97.7,4,2,1,2,5
2843,56.3,17.5,4,3,2,4,10.3,6.4,2,80.7,3,2,1,1,3
2844,49.4,14.2,1,3,1,6,8.4,6.2,1,67.40000000000001,2,2,4,1,4
2845,42.7,17.1,4,3,2,3,8.699999999999999,6.4,2,50.1,1,2,4,1,2
2846,62.2,16.2,3,1,1,5,7.5,6.2,1,72.8,3,2,2,1,2
2847,32.8,15.3,2,1,1,2,4,6.3,1,51.3,1,1,1,2,4
2848,49.9,14.2,1,2,1,1,4.1,5.7,2,61,1,2,4,1,1
2849,35.4,15.8,2,2,2,4,5.8,5.7,1,51.2,1,2,4,1,1
2850,57.6,17.9,4,1,1,2,9,8,2,76.09999999999999,3,2,4,1,1
2851,72.5,17.8,4,1,2,3,9.9,7.4,2,95.2,4,2,2,2,3
2852,62.4,15,1,2,1,4,13.2,5.7,1,77.5,3,2,3,1,1
2853,69.8,15.1,2,3,2,3,11.4,6.8,1,85.40000000000001,4,2,1,2,5
2854,57.8,14.3,1,2,2,1,5.6,8.300000000000001,3,61.7,1,1,1,1,3
2855,86.8,18.5,5,2,2,4,12.2,7.5,2,98.90000000000001,4,2,2,2,2
2856,68.5,16.8,3,3,2,6,9.1,6.3,2,78.3,3,2,1,2,1
2857,58.9,17.7,4,1,1,1,8.699999999999999,5.6,1,70.09999999999999,2,2,2,2,1
2858,45.4,14.3,1,1,2,1,6.8,8.6,3,52.5,1,1,4,1,1
2859,74.09999999999999,14.2,1,3,1,6,10.5,7,2,76.8,3,2,1,2,5
2860,54.1,14,1,3,1,5,8,5.8,2,65.59999999999999,2,2,4,2,4
2861,67.7,16.9,3,3,1,4,10.9,5.9,1,87.2,4,1,4,1,5
2862,46.7,14.4,1,3,1,5,6.1,6.7,1,60.5,1,2,2,1,4
2863,56.3,14,1,1,2,6,5.2,8.300000000000001,3,74.7,3,2,3,2,3
2864,29.2,17.4,4,3,1,1,4.2,5.1,1,60.4,1,1,3,1,5
2865,40.9,15.4,2,2,2,6,5.6,7.4,2,50.4,1,2,4,2,4
2866,24.9,16.7,3,3,1,1,3.9,6.2,1,54.8,1,1,4,1,1
2867,36.7,16.5,3,2,2,5,4.1,7.3,2,50.8,1,2,4,1,4
2868,46.3,18.1,5,2,2,2,6.2,5.8,1,75.2,3,1,1,1,4
2869,65.2,15.3,2,1,1,1,8.9,8.800000000000001,3,75.09999999999999,3,2,1,1,5
2870,69.09999999999999,16.7,3,3,2,1,5.7,8.5,3,75.40000000000001,3,2,2,2,1
2871,59.2,14.9,1,3,2,3,10.1,6.4,2,78.59999999999999,3,2,2,2,2
2872,64,16.7,3,1,2,4,7.9,5.5,2,79.90000000000001,3,2,2,2,6
2873,63.6,18,4,3,1,1,5.2,7.8,3,83.8,4,2,2,1,1
2874,63.8,18.7,5,2,1,2,7.7,6.8,2,64.90000000000001,2,2,1,2,6
2875,58.5,14.8,1,1,1,2,6.7,7,2,79.40000000000001,3,1,2,2,2
2876,46.7,15.4,2,3,2,1,9,4.2,1,74.59999999999999,3,2,2,1,6
2877,55.1,15.3,2,1,1,2,8.1,6.7,2,53.9,1,2,2,1,1
2878,46,17.8,4,1,1,5,9.6,7.2,1,72.40000000000001,3,2,3,1,3
2879,38.9,15.1,2,3,1,2,5.9,4.7,1,75.3,3,1,1,1,4
2880,46.1,14.7,1,3,2,6,7.3,6.4,2,55.9,1,2,4,1,2
2881,50.6,16.3,3,1,2,3,7.5,7.5,3,55.6,1,2,3,2,6
2882,78.40000000000001,18.9,5,3,2,3,11,8.699999999999999,3,88,4,1,2,1,5
2883,61.3,14.4,1,1,1,3,10.1,6.6,2,81,4,2,4,1,2
2884,42.1,15.5,2,3,1,3,13.7,4.5,1,63.8,2,2,4,2,1
2885,64.59999999999999,18.9,5,3,1,4,11.2,5.3,1,82.40000000000001,4,2,2,2,6
2886,67.2,16.2,3,1,2,6,9.4,7.4,2,72.2,3,2,2,2,3
2887,80.59999999999999,17.6,4,3,1,6,13.8,6.6,2,88.09999999999999,4,1,2,2,3
2888,49.4,17.6,4,2,1,3,8.5,7.8,1,71.3,2,1,4,2,2
2889,58.9,16.5,3,1,1,1,9.699999999999999,6.1,1,85.90000000000001,4,1,2,2,5
2890,65.2,14.6,1,1,1,3,10.5,8.4,3,72.8,3,2,1,2,4
2891,67.2,17,3,3,2,3,6.3,8.5,3,73.3,3,2,3,1,1
2892,40.1,17.6,4,2,2,3,3.8,6.5,2,53.9,1,2,3,1,6
2893,32.8,18.8,5,3,1,3,7.7,6.2,1,52.6,1,2,4,1,1
2894,64.40000000000001,14.6,1,1,1,1,7.6,7.2,3,85.90000000000001,4,1,4,2,1
2895,40.4,14.2,1,3,1,2,2.8,7.2,2,50.1,1,2,4,1,1
2896,55.1,14.4,1,3,2,2,5.5,9.1,3,64.59999999999999,2,2,2,2,1
2897,77.2,14.8,1,1,2,4,8.800000000000001,9.6,3,86.8,4,2,1,2,1
2898,56.6,17.8,4,3,2,4,3.8,9.5,3,81.5,4,2,2,2,1
2899,63.3,16.2,3,3,2,4,9.5,6.1,2,66.40000000000001,2,2,4,2,1
2900,46.1,17.9,4,1,1,2,7.9,6.8,2,55.3,1,2,2,1,3
2901,57.8,14.6,1,3,2,6,9.6,7.5,2,68.09999999999999,2,2,4,2,1
2902,67.09999999999999,17.1,4,2,1,6,7.6,8.300000000000001,3,84.40000000000001,4,2,1,1,1
2903,15.4,15.2,2,2,1,1,3.3,7.2,3,53,1,1,4,1,3
2904,43.2,17.8,4,1,2,2,8.800000000000001,5.4,1,57.9,1,2,3,2,4
2905,30,18.6,5,2,1,5,3.9,8.699999999999999,3,69.5,2,1,4,1,2
2906,48,17.4,4,3,2,5,5.5,6,2,83.09999999999999,4,2,3,2,6
2907,51.2,18.2,5,3,1,4,5.1,9.4,3,76.8,3,2,1,2,5
2908,48.8,18.9,5,2,1,1,8.199999999999999,6.9,2,78,3,1,1,2,4
2909,41.7,18.2,5,1,2,3,4.1,7.7,3,53,1,2,4,1,3
2910,60.3,17.9,4,3,2,4,5.9,6.8,2,68.90000000000001,2,1,1,1,4
2911,47.3,18,4,2,1,5,8.6,5.8,1,61.9,1,2,1,2,2
2912,42.7,15.1,2,3,1,1,8.1,6,2,73.8,3,2,3,1,4
2913,47.6,15.2,2,1,2,1,5.6,8.800000000000001,3,74.2,3,2,4,2,1
2914,53.3,18.4,5,1,1,3,10.3,6,1,68.5,2,2,4,2,2
2915,60,17.9,4,3,1,3,9.9,6.6,1,79.59999999999999,3,2,2,1,6
2916,58.7,17.1,4,3,2,1,9.199999999999999,6.9,2,68,2,2,2,2,4
2917,62.5,17.7,4,3,2,4,9.1,6.8,3,82.90000000000001,4,1,4,2,4
2918,79.2,15.6,2,3,2,6,10.2,6.2,1,94.7,4,2,1,1,2
2919,57.4,16.4,3,3,2,4,9,6.6,2,68,2,2,3,2,1
2920,54.8,17.5,4,2,1,5,6.5,9.699999999999999,3,83.5,4,2,2,2,1
2921,54.8,18.2,5,2,2,1,10,5,1,87.7,4,2,1,2,3
2922,37.2,14.5,1,2,2,2,8.9,5.5,1,58.1,1,2,3,1,3
2923,49.6,17.9,4,2,1,3,13.1,4,1,68.3,2,2,2,1,4
2924,24.3,18.2,5,1,2,2,2.1,5.8,2,53.2,1,2,4,1,4
2925,49.2,19,5,3,1,5,7.4,8.1,3,64,2,2,3,2,1
2926,71.3,17,3,2,1,4,13.3,5.6,1,86.5,4,2,1,1,1
2927,59.3,14.7,1,2,1,6,10.3,9.800000000000001,3,73.40000000000001,3,2,1,1,1
2928,30.8,14.6,1,3,2,6,4.6,8.300000000000001,3,69.2,2,2,3,2,1
2929,61.8,15.4,2,2,2,6,9.300000000000001,6.7,2,84.7,4,2,2,2,2
2930,55.1,18.2,5,1,1,2,8.6,5.2,2,80.5,3,1,2,2,5
2931,41.1,15.1,2,3,1,5,9.6,4.7,1,60.6,1,2,2,2,1
2932,55.3,17.2,4,1,1,1,8.4,6.1,1,68,2,2,2,1,1
2933,64.90000000000001,17.4,4,3,1,4,13.4,6.1,1,80.8,3,1,3,2,6
2934,39.6,18.2,5,3,2,4,9.300000000000001,6.2,1,62.3,1,2,4,1,5
2935,65.09999999999999,16.8,3,2,2,1,8.9,7.5,2,74.09999999999999,3,2,2,1,6
2936,54.1,18.7,5,1,1,1,7,6.7,2,67.8,2,2,4,2,6
2937,40.6,15,1,1,1,4,5.5,7.4,3,53,1,1,3,2,1
2938,49.4,16.3,3,3,1,4,8.4,5.9,1,85.90000000000001,4,2,1,2,1
